[07Aug2025 00:00:02.254] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Created new backpack backup file for Lea_Matt with unique ID 17f7e57c-8674-4568-ba54-c76219432396
[07Aug2025 00:17:10.890] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:17:13.139] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:17:14.591] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:17:14.942] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:17:20.842] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:17:20.994] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:17:21.441] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:17:22.342] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:17:22.493] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:17:22.646] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:17:22.893] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:17:23.690] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:17:24.040] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:17:26.394] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:17:27.296] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:17:28.094] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:17:28.141] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:17:29.540] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:17:30.290] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:17:30.346] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:17:31.291] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:17:31.492] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:17:31.494] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:17:31.542] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:17:33.639] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:17:34.890] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:17:40.390] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:17:43.093] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:17:53.691] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:17:54.639] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:17:55.993] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:17:56.496] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:17:58.343] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:18:03.827] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> MURIOO
[07Aug2025 00:18:04.242] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:18:04.291] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:18:05.241] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:18:05.241] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:18:07.542] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:18:09.228] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> oh dios
[07Aug2025 00:18:10.143] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:18:10.144] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:18:13.143] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:18:17.492] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:18:18.791] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:18:20.341] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:18:21.192] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:18:21.543] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:18:21.965] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> what
[07Aug2025 00:18:22.340] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:18:22.793] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:18:24.342] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:18:24.692] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:18:24.951] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> putos bichos
[07Aug2025 00:18:25.543] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:18:27.631] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Lea_Matt> y no dieron nada
[07Aug2025 00:18:29.039] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:18:29.190] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:18:29.354] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> dan un poco de miedito eso no ?
[07Aug2025 00:18:29.940] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:18:30.391] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:18:30.571] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> como que no
[07Aug2025 00:18:31.541] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:18:31.692] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:18:33.041] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:18:33.041] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:18:36.041] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:18:36.591] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:18:38.745] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:18:38.848] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:18:40.890] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:18:41.933] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Lea_Matt> no
[07Aug2025 00:18:42.142] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:18:42.142] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:18:42.241] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:18:42.943] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:18:43.247] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:18:43.784] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> dio un opalo de fuego
[07Aug2025 00:18:45.477] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> yo lo recogí
[07Aug2025 00:18:46.041] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:18:46.304] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:18:47.191] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:18:49.193] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:18:49.343] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:18:49.343] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:18:50.741] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:18:53.639] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:18:55.191] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:18:55.690] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:18:57.553] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> tranquila
[07Aug2025 00:18:58.842] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:18:59.229] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> es nuestro
[07Aug2025 00:18:59.496] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:18:59.689] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:19:00.614] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> no solo mio
[07Aug2025 00:19:02.225] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Lea_Matt> yo no hice nda como siempre
[07Aug2025 00:19:04.197] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:19:04.815] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> ahi en casa te crafteare cosas op
[07Aug2025 00:19:05.899] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity arphex:invisible_stalker but it was marked as removed already
[07Aug2025 00:19:06.044] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:19:11.612] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> estas sobreviviendo mucho mejor nwn
[07Aug2025 00:19:12.050] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Lea_Matt> tuyo
[07Aug2025 00:19:12.993] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:19:13.242] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:19:14.692] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:19:15.389] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:19:20.539] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:19:22.092] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:19:23.892] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:19:24.334] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> para allá
[07Aug2025 00:19:24.692] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:19:25.406] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Lea_Matt> . . .
[07Aug2025 00:19:26.690] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:19:29.340] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:19:31.141] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:19:32.840] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:19:33.142] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:19:33.612] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <Lea_Matt> que chistoso
[07Aug2025 00:19:35.741] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:19:35.941] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:19:36.499] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:19:36.843] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:19:37.289] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:19:37.840] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:19:37.840] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:19:39.792] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:19:40.151] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> ?
[07Aug2025 00:19:40.391] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:19:41.642] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:19:42.145] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:19:43.393] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:19:45.094] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:19:46.449] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:19:48.543] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:19:49.245] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:19:49.290] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:19:49.690] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:19:51.841] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:19:52.047] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:19:52.696] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:19:52.696] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:19:53.044] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:19:53.195] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:19:53.650] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:19:55.643] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:19:56.543] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:19:57.795] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:19:57.993] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:19:58.397] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:19:58.943] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:19:59.145] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:19:59.442] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:20:00.423] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: [Not Secure] <KevinCrax> que mier..
[07Aug2025 00:20:01.047] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:20:03.049] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:20:03.798] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:20:04.750] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:20:05.148] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:20:05.694] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:20:06.045] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:20:06.748] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:20:06.944] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:20:08.647] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:20:09.798] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:20:09.948] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:20:10.847] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:20:10.848] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
[07Aug2025 00:20:10.848] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:20:11.794] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:20:11.799] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shield_bearer but it was marked as removed already
[07Aug2025 00:20:11.799] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:shaman but it was marked as removed already
[07Aug2025 00:20:12.046] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:20:12.048] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:20:13.462] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Created new backpack backup file for Lea_Matt with unique ID f2c12970-9351-451c-ae33-a6a497e6bc53
[07Aug2025 00:20:13.462] [Server thread/INFO] [com.tiviacz.travelersbackpack.TravelersBackpack/]: Your backpack has been placed at X: 132 Y: 45 Z: -943
[07Aug2025 00:20:13.462] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Lea_Matt withered away whilst fighting Scorpion Striker
[07Aug2025 00:20:13.465] [Server thread/INFO] [tombstone/]: The player Lea_Matt has successfully been saved
[07Aug2025 00:20:20.017] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:ogre but it was marked as removed already
[07Aug2025 00:20:23.599] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:20:23.795] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:20:27.096] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:dagger but it was marked as removed already
[07Aug2025 00:20:27.096] [Server thread/WARN] [net.minecraft.server.level.ServerLevel/]: Tried to add entity castle_and_hustle:bone_breaker but it was marked as removed already
